,Category,JD_Link,Job_title,Job_title_sub,Experience_level,Salary,Location,Job_desc_raw,Job Function:,Industry:,Specialization:,Role:,Qualification:,Employment Type:,Vacancies:,Hiring Location:
10,Data Science,https://www.timesjobs.com/job-detail/manager-data-science-meritus-intelytics-private-limited-hyderabad-secunderabad-3-to-5-yrs-jobid-2__PLUS__1ig1aXQBJzpSvf__PLUS__uAgZw==&source=srp,Manager - Data Science,MERITUS INTELYTICS PRIVATE LIMITED,card_travel 3 to 5 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job DescriptionWe expect you to manage a team and also work on complex, cross-functional analytical and R&D oriented projects using advanced computational, machine learning and deep learning algorithms.You will be responsible for developing proprietary algorithms for solving complex business problems while handling large amount of structured and unstructured dataYou will be expected to use relevant knowledge of computer science fundamentals, distributed computing and machine learning to help build scalable analytical solutionsYou will ensure that the data science team works closely with our technical team and core business teams for design and development of the analytical solutionsYou would need to combine business knowledge with statistical and computational techniques to provide actionable business solutions for our clients.What are the pre-requisites and skillsets required to apply for this role?3-5 years of experience in applying concepts in Data Science, Machine Learning, Algorithm development, Advanced Computing or Statistical Modeling to solve real-world problemsPractical experience in at least one of the following programming languages: R or PythonStrong modeling skills and ability to build practical models using advanced algorithms such as Random Forest, SVM, Neural NetworksFamiliarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonusStrong independent and creative research skills necessary to keep up with the latest trends in advanced analyticsUndergraduate degree from premier institutions such as IIT, BITS, NIT etc.Interested in working in a high-growth environment where your analysis drives important decisionsStrong communication skills enabling you to clearly communicate your thoughts/work to the client or internal teams
	        ",IT Software : Software Products & Services,Consulting Services,Database Administration (DBA),,Any Graduate,Full Time,,
11,Data Science,https://www.timesjobs.com/job-detail/analyst-data-science-meritus-intelytics-private-limited-hyderabad-secunderabad-0-to-3-yrs-jobid-GlFDkRODRjFzpSvf__PLUS__uAgZw==&source=srp,Analyst - Data Science,MERITUS INTELYTICS PRIVATE LIMITED,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job descriptionWe expect you to work on complex, cross-functional analytical and research-oriented projects using advanced computational, machine learning and deep learning algorithms.You will be responsible for developing proprietary algorithms for solving complex business problems while handling large amount of structured and unstructured dataYou will be expected learn and use relevant knowledge of computer science fundamentals, distributed computing and machine learning to help build scalable analytical solutionsAs a member of the Data Science team, You will need to leverage your expertise in advanced analytics and work closely with our technical team and core business teams for design and development of the analytical solutionsYou would need to combine business knowledge with statistical and computational techniques to provide actionable business solutions for our clientsWhat are the pre-requisites and skillsets required to apply for this role?Interested in working for a dynamic and high-growth startup where your analysis drives important decisions for clientsAbility to use business judgement and a structured approach towards solving complex analytical problemsWillingness to learn and apply concepts in Data Science, Machine Learning, Algorithm development, Advanced Computing or Statistical Modeling to solve real-world problemsA drive to develop programming and modelling skills required to build practical models using advanced algorithms such as Random Forests, SVM, Neural NetworksFamiliarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonus
	        ",IT Software : Software Products & Services,Consulting Services,Software Engineer,,Any Graduate,Full Time,,
12,Data Science,https://www.timesjobs.com/job-detail/analyst-data-science-merilytics-hyderabad-secunderabad-0-to-3-yrs-jobid-uooe1q3nZPJzpSvf__PLUS__uAgZw==&source=srp,Analyst - Data Science,Merilytics,card_travel 0 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        What are the pre-requisites and skillsets required to apply for this role?Interested in working for a dynamic and high-growth startup where your analysis drives important decisions for clientsAbility to use business judgement and a structured approach towards solving complex analytical problemsWillingness to learn and apply concepts in Data Science, Machine Learning, Algorithm development, Advanced Computing or Statistical Modeling to solve real-world problemsA drive to develop programming and modelling skills required to build practical models using advanced algorithms such as Random Forests, SVM, Neural NetworksFamiliarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonus
	        ",IT Software : Software Products & Services,Consulting Services,Data Warehousing,,Any Graduate,Full Time,,
13,Data Science,https://www.timesjobs.com/job-detail/senior-engineer-data-science-cambridge-technology-india-pvt-ltd-hyderabad-secunderabad-1-to-10-yrs-jobid-AARn1oACBNpzpSvf__PLUS__uAgZw==&source=srp,Senior Engineer - Data Science,CAMBRIDGE TECHNOLOGY INDIA PVT LTD,card_travel 1 to 10 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        From building entire infrastructures or platforms to solving complex IT challenges, Cambridge Technology helps businesses accelerate their digital transformation and become AI-first businesses. With over 20 years of expertise as a technology services company, we enable our customers to stay ahead of the curve by helping them figure out the perfect approach, solutions, and ecosystem for their business.Our experts help customers leverage the right AI, big data, cloud solutions, and intelligent platformsthat will help them become and stay relevant in a rapidly changing world.No Of Positions: 1Skills required:The ideal candidate will have a bachelors degree in data science, statistics, or a related discipline with 4-6 years of experience, or a masters degree with 4-6 years of experience. A strong candidate will also possess many of the following characteristics:Strong problem-solving skills with an emphasis on achieving proof-of-conceptKnowledge of statistical techniques and concepts (regression, statistical tests, etc.)Knowledge of machine learning and deep learning fundamentalsExperience with Python implementations to build ML and deep learning algorithms (e.g., pandas, numpy, sci-kit-learn, Stats Models, Keras, PyTorch, etc.)Experience writing and debugging code in an IDEExperience using managed web services (e.g., AWS, GCP, etc.)Strong analytical and communication skillsCuriosity, flexibility, creativity, and a strong tolerance for ambiguityAbility to learn new tools from documentation and internet resources.Roles and responsibilities :You will work on a small, core team alongside other engineers and business leaders throughout Cambridge with the following responsibilities:Collaborate with client-facing teams to design and build operational AI solutions for client engagements.Identify relevant data sources for data wrangling and EDAIdentify model architectures to use for client business needs.Build full-stack data science solutions up to MVP that can be deployed into existing client business processes or scaled up based on clear documentation.Present findings to teammates and key stakeholders in a clear and repeatable manner.Experience :4 -8 Yrs
	        ",IT Software : Software Products & Services,"Software Services, Internet/Dot com/ISP",Software Engineer,,ML/ LLM (Law) Any Graduate,Full Time,,
14,Data Science,https://www.timesjobs.com/job-detail/lead-data-science-engineer-colruyt-it-consultancy-india-pvt-ltd-captive-of-colruyt-belgium-hyderabad-secunderabad-10-to-13-yrs-jobid-fhuY4qJGeDtzpSvf__PLUS__uAgZw==&source=srp,Lead (Data Science Engineer),colruyt it consultancy india pvt ltd.captive of colruyt belgium,card_travel 10 to 13 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Digital to and from core is the DNA of Colruyt Group. We have been pioneering in adapting IT technologies from the advent of IT revolution. Digital Transformation is core element to realize Colruyt Group Strategic Plan. Colruyt Group has an ambition become no:1 retailer in Europe in terms of using data. As a head of Data Science Engineering team in Colruyt-India you will be a key member of our Data Science team, enable Colruyt Group to build processes to realize the Data ambition. You will be collaborating with multiple stake holders involving Business, Project Managers, and Software Engineers, Data Scientists. You will have an opportunity to work with culturally diversified group of individuals. You will be contributing to defining and embedding Service Operating Model, Making Agreements with Business, and establishing long term relationship with stake holders. We are looking for an individual with Passion, Innovation, out of the box thinking to join our teamResponsibilities: Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Infrastructural thinking in the design and architectural integration / optimization of the analytical platforms and related (Data Reservoir)Determine upgrades and improvements to current data architecturesTogether with the Business Analyst, the Data Scientist and the contact persons at specific business partners, responsible for building and prioritizing a long-term analytical roadmapThinking along and developing E2E automated AI platforms (and everything needed for this) to build insights and bring them to the customer in an insightful and efficient waySupport the Data Scientists in translating their needs into specific research questions and hypotheses that can be addressed in a data science project (trajectory)Rigorous in the control and stability and reliability of the produced code that must be output correctlyResponsible for the delivery and follow-up of the analytical solutions within the lifecycle managementCoaching/Training team members on data engineering processesProfile: Should have 10  years of experience in Database/DWH background and at least 4  years of experience in Data engineering with Python (pandas, NumPy ..etc.)Should be proficient in understanding databases and expertise in understanding complex SQLs and able to write SQL queries in efficient wayKnowledge of the advanced technologies related to big data in order to be able to use the most adequate technology in function of the needShould have experience in version control with Git and has worked on most of the features of it (CI/CD, Git runners, Branch strategy etc.)Software engineering: general programming knowledge (including code testing approaches; DRY coding; concepts of software development service oriented; OOPS)Should define & follow the best practices in Data engineeringAssemble large, complex data sets that meet functional / non-functional business requirementsOur Proposition: A challenging role in Data engineering to show case your capabilityHelp realize Colruyt Group vision in becoming Europe number one Data-Driven Organizationand enrich your personal experience in technology space and personal developmentAutonomy, Personal Leadership work life balance are our core group ethosColruyt Group believes Organization grows to the extent people grows. We invest to enhancecraftsmanship of co-workers. This will help you to work on latest and cutting-edge technologies
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,BE/ B.Tech (Engineering),Full Time,,
15,Data Science,https://www.timesjobs.com/job-detail/senior-analyst-data-science-dun-and-bradstreet-india-pvt-ltd-hyderabad-secunderabad-5-to-8-yrs-jobid-2aIURSCmKm5zpSvf__PLUS__uAgZw==&source=srp,"Senior Analyst, Data Science",dun and bradstreet india pvt ltd,card_travel 5 to 8 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Key Skills:Strong Analytical and Problem-Solving Skills, Statistical Modelling, Data Analysis, Risk Scorecard Development, Machine Learning etc.,Overview:Dun & Bradstreet Technology and Corporate Services India LLP is looking for candidates for the role of Senior Analyst to support the Data Science team. The candidate needs to work closely with the team based in India and across a range of Analytics leaders who are located globally to fulfill the deliverables on a timely basis.Requirements:5 to 8 years of relevant experience in Data Analytics / Data Science roles  Strong programming skills in tools such as Pyspark, Python, R, SQL to manipulate data and conduct statistical analysisKnowledge of Python packages and toolsSound Knowledge and proven experience on application of Statistical / Machine Learning TechniquesExperience in BFSI domain / Statistical Modelling & Validation is an added advantageAbility to interpret and translate data into meaningful business insightsExcellent verbal, written communication and presentation skillsPrimary Responsibilities Include but Are Not Limited To:Work across range of Analytical Solutions that includes Design, Development, Validation, Calibration, Documentation, Implementation, Monitoring, and ReportingExtracting large data from various data sources using multiple tools such as Python/ Pyspark /Hadoop/ SQL/ etc., to perform multiple analysisGenerate Analytical Insights on various customer portfoliosDevelop Predictive Solutions using advanced statistical techniques to enable better decision makingUtilize latest data science techniques across both supervised and unsupervised machine learning methodologies, NLP and development of new capabilitiesServe as a Subject Matter Expert on using Machine Learning techniquesCollaborate with Technology teams to implement analytical solutions and modelsWork with stakeholders in providing additional analysis based on specific needs
	        ",IT Software : Software Products & Services,"Financial Services/Stockbroking, Banking",Software Engineer,,Any Graduate,Full Time,,
16,Data Science,https://www.timesjobs.com/job-detail/manager-data-science-merilytics-hyderabad-secunderabad-3-to-5-yrs-jobid-OVUtJzq1GYVzpSvf__PLUS__uAgZw==&source=srp,Manager - Data Science,Merilytics,card_travel 3 to 5 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Job DescriptionWe expect you to manage a team and also work on complex, cross-functional analytical and R&D oriented projects using advanced computational, machine learning and deep learning algorithms.You will be responsible for developing proprietary algorithms for solving complex business problems while handling large amount of structured and unstructured dataYou will be expected to use relevant knowledge of computer science fundamentals, distributed computing and machine learning to help build scalable analytical solutionsYou will ensure that the data science team works closely with our technical team and core business teams for design and development of the analytical solutionsYou would need to combine business knowledge with statistical and computational techniques to provide actionable business solutions for our clients.What are the pre-requisites and skillsets required to apply for this role?3-5 years of experience in applying concepts in Data Science, Machine Learning, Algorithm development, Advanced Computing or Statistical Modeling to solve real-world problemsPractical experience in at least one of the following programming languages: R or PythonStrong modeling skills and ability to build practical models using advanced algorithms such as Random Forest, SVM, Neural NetworksFamiliarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonusStrong independent and creative research skills necessary to keep up with the latest trends in advanced analyticsUndergraduate degree from premier institutions such as IIT, BITS, NIT etc.Interested in working in a high-growth environment where your analysis drives important decisionsStrong communication skills enabling you to clearly communicate your thoughts/work to the client or internal teams
	        ",IT Software : Software Products & Services,Consulting Services,Software Engineer,,Any Graduate,Full Time,,
17,Data Science,https://www.timesjobs.com/job-detail/engineer-data-science-cambridge-technology-india-pvt-ltd-hyderabad-secunderabad-20-to-23-yrs-jobid-x3xRXum0KnlzpSvf__PLUS__uAgZw==&source=srp,Engineer - Data Science,CAMBRIDGE TECHNOLOGY INDIA PVT LTD,card_travel 20 to 23 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Skills required:The ideal candidate will have a bachelors degree in data science, statistics, or a related discipline with 2-4 years of experience, or a masters degree with 2-4 years of experience. A strong candidate will also possess many of the following characteristics:Strong problem-solving skills with an emphasis on achieving proof-of-conceptKnowledge of statistical techniques and concepts (regression, statistical tests, etc.)Knowledge of machine learning and deep learning fundamentalsExperience with Python implementations to build ML and deep learning algorithms (e.g., pandas, numpy, sci-kit-learn, Stats Models, Keras, PyTorch, etc.)Experience writing and debugging code in an IDEExperience using managed web services (e.g., AWS, GCP, etc.)Strong analytical and communication skillsCuriosity, flexibility, creativity, and a strong tolerance for ambiguityAbility to learn new tools from documentation and internet resources.Roles and responsibilities :You will work on a small, core team alongside other engineers and business leaders throughout Cambridge with the following responsibilities:Collaborate with client-facing teams to design and build operational AI solutions for client engagements.Identify relevant data sources for data wrangling and EDAIdentify model architectures to use for client business needs.Build full-stack data science solutions up to MVP that can be deployed into existing client business processes or scaled up based on clear documentation.Present findings to teammates and key stakeholders in a clear and repeatable manner.
	        ",IT Software : Software Products & Services,"Software Services, Internet/Dot com/ISP",Database Administration (DBA),,Any Graduate,Full Time,,
18,Data Science,https://www.timesjobs.com/job-detail/engineer-data-science-cte-hyderabad-secunderabad-2-to-8-yrs-jobid-0B5VLYo__PLUS__EUtzpSvf__PLUS__uAgZw==&source=srp,Engineer - Data Science,CTE,card_travel 2 to 8 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Skills required:The ideal candidate will have a bachelors degree in data science, statistics, or a related discipline with 2-4 years of experience, or a masters degree with 2-4 years of experience. A strong candidate will also possess many of the following characteristics:Strong problem-solving skills with an emphasis on achieving proof-of-conceptKnowledge of statistical techniques and concepts (regression, statistical tests, etc.)Knowledge of machine learning and deep learning fundamentalsExperience with Python implementations to build ML and deep learning algorithms (e.g., pandas, numpy, sci-kit-learn, Stats Models, Keras, PyTorch, etc.)Experience writing and debugging code in an IDEExperience using managed web services (e.g., AWS, GCP, etc.)Strong analytical and communication skillsCuriosity, flexibility, creativity, and a strong tolerance for ambiguityAbility to learn new tools from documentation and internet resources.Roles and responsibilities :You will work on a small, core team alongside other engineers and business leaders throughout Cambridge with the following responsibilities:Collaborate with client-facing teams to design and build operational AI solutions for client engagements.Identify relevant data sources for data wrangling and EDAIdentify model architectures to use for client business needs.Build full-stack data science solutions up to MVP that can be deployed into existing client business processes or scaled up based on clear documentation.Present findings to teammates and key stakeholders in a clear and repeatable manner.
	        ",IT Software : Software Products & Services,"Software Services, Internet/Dot com/ISP",Database Administration (DBA),,Any Graduate,Full Time,,
19,Data Science,https://www.timesjobs.com/job-detail/data-science-the-edge-the-edge-asia-hyderabad-secunderabad-pune-8-to-11-yrs-jobid-wTfPmENAX4tzpSvf__PLUS__uAgZw==&source=srp,Data Science - The Edge,The Edge Asia,card_travel 8 to 11 yrs,₹ As per Industry Standards,"location_on Hyderabad/ Secunderabad (Andhra Pradesh), Pune (Maharashtra)","
Job Description
		        Our client is one of the global financial services groups which provides industry focused services for clients across geographies. We are currently looking for a skilled professional to join their model development team in Data analytics for their Group Risk Control (GRC) team in Pune/Hyderabad.Please contact Apoorva Sharma or email your cv directly in word format with Job ID 10053 to .Please note that due to the high number of applications only shortlisted candidates will be contacted. If you do not hear from us in the next 5 business days, we regret to inform you that your application for this position was unsuccessful.riskandquants-in@theedgepartnership.comKey responsibilities Development and enhancement of machine learning, mathematical models using data.Building robust algorithms to assess and maintain data quality, utilizing mathematical techniques to minimize challenges.Ensure product quality, technical and non-functional requirements such as production stability, performance, and maintainability, while optimizing cost efficiency.Mentor junior staff members within the Crew to help them develop technical skills in programming and modelling.Role requirements Degree in a quantitative field such as computer science, mathematics, engineering, or physics.Minimum 8 years of relevant experience in the data science field with solid knowledge in probabilities, statistics, and linear algebra.Excellent software and algorithm design and development skills, with a strong passion for writing high-quality Python code.Strong analytical, critical thinking and problem-solving abilities, with the ability to thrive in a fast-moving and dynamic environment.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Database Administration (DBA),,Any Graduate,Full Time,,
